Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
S3Mock,com.adobe.testing.s3mock,FileStoreController,validateMultipartParts,Long Statement,The length of the statement "throw new S3Exception(HttpStatus.BAD_REQUEST.value()`"InvalidPart"`"One or more of the specified parts could not be found. The part might not have been " + "uploaded` or the specified entity tag might not have matched the part's entity" + " tag.");" is 248.,1525
S3Mock,com.adobe.testing.s3mock,FileStoreController,validateMultipartParts,Long Statement,The length of the statement "throw new S3Exception(HttpStatus.BAD_REQUEST.value()`"InvalidPartOrder"`"The list of parts was not in ascending order. The parts list must be specified in " + "order by part number.");" is 184.,1525
S3Mock,com.adobe.testing.s3mock,KmsValidationFilter,doFilterInternal,Complex Conditional,The conditional expression AWS_KMS.equals(encryptionTypeHeader) && !StringUtils.isBlank(encryptionKeyRef) && !keystore.validateKeyRef(encryptionKeyRef) is complex.,63
S3Mock,com.adobe.testing.s3mock,KmsValidationFilter,doFilterInternal,Long Statement,The length of the statement "if (AWS_KMS.equals(encryptionTypeHeader) && !StringUtils.isBlank(encryptionKeyRef) && !keystore.validateKeyRef(encryptionKeyRef)) {" is 131.,63
S3Mock,com.adobe.testing.s3mock,S3MockApplication,start,Long Identifier,The length of the field DEFAULT_SERVER_SSL_KEY_STORE_PASSWORD is 37.,183
S3Mock,com.adobe.testing.s3mock,S3MockApplication,start,Long Identifier,The length of the field DEFAULT_SERVER_SSL_KEY_PASSWORD is 31.,183
S3Mock,com.adobe.testing.s3mock,S3MockApplication,start,Long Statement,The length of the statement "final ConfigurableApplicationContext ctx=new SpringApplicationBuilder(S3MockApplication.class).properties(defaults).properties(properties).bannerMode(bannerMode).run(args);" is 172.,183
S3Mock,com.adobe.testing.s3mock,S3MockApplication,initBuckets,Long Statement,The length of the statement "final List<String> buckets=Arrays.stream(config.getInitialBuckets().trim().split("[`; ]")).map(String::trim).filter(s -> !s.isEmpty()).collect(toList());" is 153.,255
S3Mock,com.adobe.testing.s3mock,KeyEncodingTest,testKeyEncoding,Long Statement,The length of the statement "assertThat("multiple chars encoding"`objectNameToFileName((char)0x00 + ":<>%" + (char)0x7f)`equalTo("%0000%003A%003C%003E%0025%007F"));" is 135.,28
S3Mock,com.adobe.testing.s3mock,KeyEncodingTest,testKeyEncoding,Magic Number,The method contains a magic number: 0x12ab,28
S3Mock,com.adobe.testing.s3mock,KeyEncodingTest,testKeyEncoding,Magic Number,The method contains a magic number: 0x7f,28
S3Mock,com.adobe.testing.s3mock,KeyEncodingTest,testKeyDecoding,Long Statement,The length of the statement "assertThat("multiple chars encoding"`fileNameToObjectName("%0000%003A%003C%003E%0025%007F")`equalTo((char)0x00 + ":<>%" + (char)0x7f));" is 135.,44
S3Mock,com.adobe.testing.s3mock,KeyEncodingTest,testKeyDecoding,Magic Number,The method contains a magic number: 0x12ab,44
S3Mock,com.adobe.testing.s3mock,KeyEncodingTest,testKeyDecoding,Magic Number,The method contains a magic number: 0x7f,44
S3Mock,com.adobe.testing.s3mock,RangeConverterTest,convertsValidRange,Magic Number,The method contains a magic number: 10L,29
S3Mock,com.adobe.testing.s3mock,RangeConverterTest,convertsValidRange,Magic Number,The method contains a magic number: 35L,29
S3Mock,com.adobe.testing.s3mock,RangeConverterTest,convertRangeWithRangeEndUndefined,Magic Number,The method contains a magic number: 10L,38
S3Mock,com.adobe.testing.s3mock.util,AwsChunkDecodingInputStream,read,Magic Number,The method contains a magic number: 16,71
S3Mock,com.adobe.testing.s3mock.util,AwsChunkDecodingInputStream,readUntil,Magic Number,The method contains a magic number: 0xFF,99
S3Mock,com.adobe.testing.s3mock.util,HashUtil,getDigest,Magic Number,The method contains a magic number: 1024,51
S3Mock,com.adobe.testing.s3mock.util,MetadataUtil,getUserMetadata,Long Statement,The length of the statement "return Collections.list(request.getHeaderNames()).stream().filter(header -> header.startsWith(HEADER_X_AMZ_META_PREFIX)).collect(Collectors.toMap(header -> header.substring(HEADER_X_AMZ_META_PREFIX.length())`request::getHeader));" is 229.,45
S3Mock,com.adobe.testing.s3mock.util,RangeConverter,convert,Long Statement,The length of the statement "range=new Range(rangeStart == null ? 0L : Long.parseLong(rangeStart)`(StringUtils.isEmpty(rangeEnd) ? Long.MAX_VALUE : Long.parseLong(rangeEnd)));" is 146.,36
S3Mock,com.adobe.testing.s3mock.util,RangeConverter,convert,Magic Number,The method contains a magic number: 2,36
S3Mock,com.adobe.testing.s3mock.util,RangeConverter,convert,Magic Number,The method contains a magic number: 3,36
S3Mock,com.adobe.testing.s3mock.util,RangeConverter,convert,Magic Number,The method contains a magic number: 5,36
S3Mock,com.adobe.testing.s3mock.util,RangeConverter,convert,Magic Number,The method contains a magic number: 4,36
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateBucketAndListAllBuckets,Long Statement,The length of the statement "final List<Bucket> buckets=s3Client.listBuckets().stream().filter(b -> BUCKET_NAME.equals(b.getName())).collect(toList());" is 122.,100
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateBucketAndListAllBuckets,Magic Number,The method contains a magic number: 1000,100
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateBucketAndListAllBuckets,Magic Number,The method contains a magic number: 1000,100
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateBucketAndListAllBuckets,Magic Number,The method contains a magic number: 60000,100
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,defaultBucketsGotCreated,Long Statement,The length of the statement "final Set<String> bucketNames=buckets.stream().map(Bucket::getName).filter(INITIAL_BUCKET_NAMES::contains).collect(Collectors.toSet());" is 135.,127
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldUploadAndListV2Objects,Magic Number,The method contains a magic number: 3,155
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldUploadAndListV2Objects,Magic Number,The method contains a magic number: 3,155
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldUploadAndDownloadObject,Long Statement,The length of the statement "final AmazonS3 uploadClient=defaultTestAmazonS3ClientBuilder().withPayloadSigningEnabled(uploadWithSigning).withChunkedEncodingDisabled(uploadChunked).build();" is 159.,184
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldHonorEncodingType,Long Statement,The length of the statement "assertThat(assertThrows(SdkClientException.class`() -> s3Client.listObjects(lor)).getMessage()`containsString("Failed to parse XML document"));" is 143.,298
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldHonorEncodingTypeV2,Long Statement,The length of the statement "assertThat(assertThrows(SdkClientException.class`() -> s3Client.listObjectsV2(lorv2)).getMessage()`containsString("Failed to parse XML document"));" is 147.,327
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldUploadAndDownloadStream,Long Statement,The length of the statement "assertThat("Uploaded File should have Encoding-Type set"`s3Object.getObjectMetadata().getContentEncoding()`is(equalTo(contentEncoding)));" is 137.,354
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldUploadWithEncryption,Long Statement,The length of the statement "assertThat("User metadata should be identical!"`objectMetadata.getUserMetadata()`is(equalTo(metadata.getUserMetadata())));" is 122.,394
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotUploadWithWrongEncryptionKey,Long Statement,The length of the statement "assertThat(assertThrows(AmazonS3Exception.class`() -> s3Client.putObject(putObjectRequest)).getMessage()`containsString("Status Code: 400; Error Code: KMS.NotFoundException"));" is 176.,422
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotUploadStreamingWithWrongEncryptionKey,Long Statement,The length of the statement "assertThat(assertThrows(AmazonS3Exception.class`() -> s3Client.putObject(putObjectRequest)).getMessage()`containsString("Status Code: 400; Error Code: KMS.NotFoundException"));" is 176.,439
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObject,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,460
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectWithNewUserMetadata,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,492
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectWithNewUserMetadata,Long Statement,The length of the statement "assertThat("User metadata should be identical!"`copiedObject.getObjectMetadata().getUserMetadata()`is(equalTo(objectMetadata.getUserMetadata())));" is 146.,492
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectWithSourceUserMetadata,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,532
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectWithSourceUserMetadata,Long Statement,The length of the statement "assertThat("User metadata should be identical!"`copiedObject.getObjectMetadata().getUserMetadata()`is(equalTo(sourceObjectMetadata.getUserMetadata())));" is 152.,532
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectToKeyNeedingEscaping,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,574
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectFromKeyNeedingEscaping,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,606
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectEncrypted,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,638
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotObjectCopyWithWrongEncryptionKey,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,671
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotObjectCopyWithWrongEncryptionKey,Long Statement,The length of the statement "assertThat(assertThrows(AmazonS3Exception.class`() -> s3Client.copyObject(copyObjectRequest)).getMessage()`containsString("Status Code: 400; Error Code: KMS.NotFoundException"));" is 178.,671
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectMetadata,Long Statement,The length of the statement "final PutObjectResult putObjectResult=s3Client.putObject(new PutObjectRequest(BUCKET_NAME`UPLOAD_FILE_NAME`uploadFile).withMetadata(objectMetadata));" is 149.,720
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectMetadata,Long Statement,The length of the statement "assertThat("Content-Encoding should be identical!"`metadataExisting.getContentEncoding()`is(putObjectResult.getMetadata().getContentEncoding()));" is 145.,720
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectMetadata,Long Statement,The length of the statement "assertThat("User metadata should be identical!"`metadataExisting.getUserMetadata()`is(equalTo(objectMetadata.getUserMetadata())));" is 130.,720
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectMetadata,Long Statement,The length of the statement "assertThat(assertThrows(AmazonS3Exception.class`() -> s3Client.getObjectMetadata(BUCKET_NAME`nonExistingFileName)).getMessage()`containsString("Status Code: 404"));" is 164.,720
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldDeleteObject,Long Statement,The length of the statement "assertThat(assertThrows(AmazonS3Exception.class`() -> s3Client.getObject(BUCKET_NAME`UPLOAD_FILE_NAME)).getMessage()`containsString("Status Code: 404"));" is 153.,752
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldBatchDeleteObjects,Long Statement,The length of the statement "assertThat("Only existing files were reported as deleted"`delObjRes.getDeletedObjects().stream().map(DeletedObject::getKey).collect(toList())`contains(file1`file2`file3));" is 171.,769
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldBatchDeleteObjects,Long Statement,The length of the statement "assertThat(assertThrows(AmazonS3Exception.class`() -> s3Client.getObject(BUCKET_NAME`UPLOAD_FILE_NAME)).getMessage()`containsString("Status Code: 404"));" is 153.,769
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldBatchDeleteObjects,Magic Number,The method contains a magic number: 3,769
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotDeleteNonEmptyBucket,Long Statement,The length of the statement "assertThat(assertThrows(AmazonS3Exception.class`() -> s3Client.deleteBucket(BUCKET_NAME)).getMessage()`containsString("Status Code: 409; Error Code: BucketNotEmpty"));" is 167.,823
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectListing,Long Statement,The length of the statement "assertThat("The Name of the first S3ObjectSummary item has not expected the key name."`objectListingResult.getObjectSummaries().get(0).getKey()`is(UPLOAD_FILE_NAME));" is 166.,837
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Long Statement,The length of the statement "final Download download=transferManager.download(new GetObjectRequest(BUCKET_NAME`UPLOAD_FILE_NAME).withRange(1`2)`downloadFile);" is 129.,881
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Long Statement,The length of the statement "transferManager.download(new GetObjectRequest(BUCKET_NAME`UPLOAD_FILE_NAME).withRange(0`1000)`downloadFile).waitForCompletion();" is 128.,881
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Magic Number,The method contains a magic number: 2,881
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Magic Number,The method contains a magic number: 2L,881
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Magic Number,The method contains a magic number: 2L,881
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Magic Number,The method contains a magic number: 1000,881
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,multipartCopy,Long Statement,The length of the statement "final Copy copy=transferManager.copy(sourceBucket.getName()`assumedSourceKey`targetBucket.getName()`assumedDestinationKey);" is 123.,912
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,multipartCopy,Long Statement,The length of the statement "assertThat("Hashes for source and target S3Object do not match."`uploadResult.getETag()`is(sourceInputStream.getEtag()));" is 121.,912
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,multipartCopy,Magic Number,The method contains a magic number: 3,912
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldAddAndRetrieveTags,Long Statement,The length of the statement "final SetObjectTaggingRequest setObjectTaggingRequest=new SetObjectTaggingRequest(BUCKET_NAME`s3Object.getKey()`new ObjectTagging(tagList));" is 140.,950
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,canAddTagsOnPutObject,Long Statement,The length of the statement "final PutObjectRequest putObjectRequest=new PutObjectRequest(BUCKET_NAME`uploadFile.getName()`uploadFile).withTagging(new ObjectTagging(tagList));" is 146.,987
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Identifier,The length of the identifier s3ObjectWithEtagDownloadedHash is 30.,1020
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Identifier,The length of the identifier s3ObjectWithHoutEtagDownloadedHash is 34.,1020
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Statement,The length of the statement "assertThat("The uploaded file and the recived file should be the same` " + "when requesting file with matching eTag given same eTag"`uploadHash`is(equalTo(s3ObjectWithEtagDownloadedHash)));" is 189.,1020
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Statement,The length of the statement "assertThat("The uploaded file and the recived file should be the same` " + "when requesting file with non-matching eTag but given different eTag"`uploadHash`is(equalTo(s3ObjectWithHoutEtagDownloadedHash)));" is 206.,1020
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Statement,The length of the statement "assertThat("Get Object with matching eTag should not return object if no eTag matches"`s3ObjectWithEtagNull`is(equalTo(null)));" is 127.,1020
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Statement,The length of the statement "assertThat("Get Object with non-matching eTag should not return object if eTag matches"`s3ObjectWithHoutEtagNull`is(equalTo(null)));" is 132.,1020
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,copyObjectToNonExistingDestinationBucket,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,100
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,copyObjectEncryptedToNonExistingDestinationBucket,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,124
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,getNonExistingObject,Long Statement,The length of the statement "assertThat(assertThrows(AmazonS3Exception.class`() -> s3Client.getObject(getObjectRequest)).getMessage()`containsString(NO_SUCH_KEY));" is 134.,170
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,uploadParallelToNonExistingBucket,Long Statement,The length of the statement "final Upload upload=transferManager.upload(new PutObjectRequest(UUID.randomUUID().toString()`UPLOAD_FILE_NAME`uploadFile));" is 123.,264
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,abortMultipartUploadInNonExistingBucket,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME));" is 165.,316
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,abortMultipartUploadInNonExistingBucket,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()`is(not(empty())));" is 127.,316
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,uploadMultipartWithInvalidPartNumber,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME));" is 165.,339
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,uploadMultipartWithInvalidPartNumber,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()`is(not(empty())));" is 127.,339
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,uploadMultipartWithInvalidPartNumber,Long Statement,The length of the statement "final AmazonS3Exception e=Assertions.assertThrows(AmazonS3Exception.class`() -> s3Client.uploadPart(new UploadPartRequest().withBucketName(initiateMultipartUploadResult.getBucketName()).withKey(initiateMultipartUploadResult.getKey()).withUploadId(uploadId).withFile(uploadFile).withFileOffset(0).withPartNumber(invalidPartNumber).withPartSize(uploadFile.length()).withLastPart(true)));" is 385.,339
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME));" is 165.,367
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()`is(not(empty())));" is 127.,367
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Long Statement,The length of the statement "final PartETag partETag=s3Client.uploadPart(new UploadPartRequest().withBucketName(initiateMultipartUploadResult.getBucketName()).withKey(initiateMultipartUploadResult.getKey()).withUploadId(uploadId).withFile(uploadFile).withFileOffset(0).withPartNumber(1).withPartSize(uploadFile.length()).withLastPart(true)).getPartETag();" is 326.,367
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Long Statement,The length of the statement "final AmazonS3Exception e=Assertions.assertThrows(AmazonS3Exception.class`() -> s3Client.completeMultipartUpload(new CompleteMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME`uploadId`partETags)));" is 199.,367
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Magic Number,The method contains a magic number: 2,367
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,rangeDownloadsFromNonExistingBucket,Long Statement,The length of the statement "transferManager.download(new GetObjectRequest(UUID.randomUUID().toString()`UPLOAD_FILE_NAME).withRange(1`2)`downloadFile).waitForCompletion();" is 142.,401
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,rangeDownloadsFromNonExistingBucket,Magic Number,The method contains a magic number: 2,401
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,rangeDownloadsFromNonExistingObject,Long Statement,The length of the statement "transferManager.download(new GetObjectRequest(BUCKET_NAME`UUID.randomUUID().toString()).withRange(1`2)`downloadFile).waitForCompletion();" is 137.,428
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,rangeDownloadsFromNonExistingObject,Magic Number,The method contains a magic number: 2,428
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyToNonExistingBucket,Long Statement,The length of the statement "transferManager.copy(sourceBucket.getName()`assumedSourceKey`UUID.randomUUID().toString()`assumedDestinationKey).waitForCopyResult();" is 133.,455
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyToNonExistingBucket,Magic Number,The method contains a magic number: 3,455
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyNonExistingObject,Long Statement,The length of the statement "transferManager.copy(sourceBucket.getName()`UUID.randomUUID().toString()`targetBucket.getName()`assumedDestinationKey).waitForCopyResult();" is 139.,490
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyNonExistingObject,Magic Number,The method contains a magic number: 3,490
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesV2IT,getNonExistingObject,Long Statement,The length of the statement "assertThat(assertThrows(NoSuchKeyException.class`() -> s3ClientV2.getObject(req)).getMessage()`containsString(NO_SUCH_KEY));" is 124.,32
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,data,Long Statement,The length of the statement "return Arrays.asList(param(null`null`null).keys(ALL_OBJECTS)`param(""`null`null).keys(ALL_OBJECTS)`param(null`""`null).keys(ALL_OBJECTS)`param("/"`null`null)`param("b"`null`null).keys("b"`"b/1"`"b/1/1"`"b/1/2"`"b/2")`param("b/"`null`null).keys("b/1"`"b/1/1"`"b/1/2"`"b/2")`param("b"`"/"`null).keys("b").prefixes("b/")`param("b/"`"/"`null).keys("b/1"`"b/2").prefixes("b/1/")`param("b/1"`"/"`null).keys("b/1").prefixes("b/1/")`param("b/1/"`"/"`null).keys("b/1/1"`"b/1/2")`param("c"`"/"`null).prefixes("c/")`param("c/"`"/"`null).keys("c/1").prefixes("c/1/")`param("eor"`"/"`null).keys("eor.txt")`param("b"`null`"b/1/1").keys("b/1/2"`"b/2")`param("b"`null`"b/0").keys("b/1"`"b/1/1"`"b/1/2"`"b/2")`param("3330/"`null`null).keys("3330/0")`param(null`null`null).encodedKeys(ALL_OBJECTS)`param("b/1"`"/"`null).encodedKeys("b/1").prefixes("b/1/"));" is 839.,109
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV1,Long Statement,The length of the statement "final ListObjectsRequest request=new ListObjectsRequest(BUCKET_NAME`parameters.prefix`parameters.startAfter`parameters.delimiter`null);" is 135.,155
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV1,Long Statement,The length of the statement "LOGGER.info("list V1` prefix='{}'` delimiter='{}': \n Objects: \n {}\n Prefixes: \n {}\n"`parameters.prefix`parameters.delimiter`l.getObjectSummaries().stream().map(S3ObjectSummary::getKey).collect(joining("\n "))`String.join("\n "`l.getCommonPrefixes()));" is 256.,155
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV1,Long Statement,The length of the statement "assertThat("Returned keys are correct"`l.getObjectSummaries().stream().map(S3ObjectSummary::getKey).collect(toList())`parameters.expectedKeys.length > 0 ? contains(parameters.expectedKeys) : empty());" is 200.,155
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV1,Long Statement,The length of the statement "assertThat("Returned prefixes are correct"`new ArrayList<>(l.getCommonPrefixes())`parameters.expectedPrefixes.length > 0 ? contains(expectedPrefixes) : empty());" is 161.,155
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV2,Long Statement,The length of the statement "final ListObjectsV2Result l=s3Client.listObjectsV2(new ListObjectsV2Request().withBucketName(BUCKET_NAME).withDelimiter(parameters.delimiter).withPrefix(parameters.prefix).withStartAfter(parameters.startAfter).withEncodingType(parameters.expectedEncoding));" is 257.,191
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV2,Long Statement,The length of the statement "LOGGER.info("list V2` prefix='{}'` delimiter='{}'` startAfter='{}': " + "\n Objects: \n {}\n Prefixes: \n {}\n"`parameters.prefix`parameters.delimiter`parameters.startAfter`l.getObjectSummaries().stream().map(s -> UrlEncoded.decodeString(s.getKey())).collect(joining("\n "))`String.join("\n "`l.getCommonPrefixes()));" is 317.,191
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV2,Long Statement,The length of the statement "assertThat("Returned keys are correct"`l.getObjectSummaries().stream().map(S3ObjectSummary::getKey).collect(toList())`parameters.expectedKeys.length > 0 ? contains(expectedDecodedKeys) : empty());" is 196.,191
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV2,Long Statement,The length of the statement "assertThat("Returned prefixes are correct"`new ArrayList<>(l.getCommonPrefixes())`parameters.expectedPrefixes.length > 0 ? contains(parameters.expectedPrefixes) : empty());" is 172.,191
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysIsDefault,Magic Number,The method contains a magic number: 2,49
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysIsDefault,Magic Number,The method contains a magic number: 1000,49
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysEqualToAmountOfObjects,Magic Number,The method contains a magic number: 2,58
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysEqualToAmountOfObjects,Magic Number,The method contains a magic number: 2,58
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysEqualToAmountOfObjects,Magic Number,The method contains a magic number: 2,58
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysMoreThanAmountOfObjects,Magic Number,The method contains a magic number: 3,68
