Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
S3Mock,com.adobe.testing.s3mock.dto,ListMultipartUploadsResultTest,testSerialization,Long Statement,The length of the statement "ListMultipartUploadsResult iut=new ListMultipartUploadsResult("bucketName"`"keyMarker"`"/"`"prefix/"`"uploadIdMarker"`2`false`"nextKeyMarker"`"nextUploadIdMarker"`createMultipartUploads(2)`Arrays.asList("prefix1/"`"prefix2/"));" is 227.,30
S3Mock,com.adobe.testing.s3mock.dto,ListMultipartUploadsResultTest,testSerialization,Magic Number,The method contains a magic number: 2,30
S3Mock,com.adobe.testing.s3mock.dto,ListMultipartUploadsResultTest,testSerialization,Magic Number,The method contains a magic number: 2,30
S3Mock,com.adobe.testing.s3mock.dto,ListMultipartUploadsResultTest,createMultipartUploads,Long Statement,The length of the statement "MultipartUpload multipartUpload=new MultipartUpload("key" + i`"uploadId" + i`new Owner(10L + i`"displayName10" + i)`new Owner(100L + i`"displayName100" + i)`new Date(1514477008120L));" is 183.,41
S3Mock,com.adobe.testing.s3mock.dto,ListMultipartUploadsResultTest,createMultipartUploads,Magic Number,The method contains a magic number: 10L,41
S3Mock,com.adobe.testing.s3mock.dto,ListMultipartUploadsResultTest,createMultipartUploads,Magic Number,The method contains a magic number: 100L,41
S3Mock,com.adobe.testing.s3mock.dto,ListMultipartUploadsResultTest,createMultipartUploads,Magic Number,The method contains a magic number: 1514477008120L,41
S3Mock,com.adobe.testing.s3mock.dto,ListPartsResultTest,testSerialization,Magic Number,The method contains a magic number: 2,30
S3Mock,com.adobe.testing.s3mock.dto,ListPartsResultTest,createParts,Magic Number,The method contains a magic number: 1514477008120L,39
S3Mock,com.adobe.testing.s3mock.dto,ListPartsResultTest,createParts,Magic Number,The method contains a magic number: 10L,39
S3Mock,com.adobe.testing.s3mock.dto,TaggingTest,testDeserialization,Magic Number,The method contains a magic number: 2,37
S3Mock,com.adobe.testing.s3mock.service,BucketService,listBuckets,Long Statement,The length of the statement "List<Bucket> buckets=bucketStore.listBuckets().stream().filter(Objects::nonNull).map(Bucket::from).collect(Collectors.toList());" is 128.,67
S3Mock,com.adobe.testing.s3mock.service,BucketService,getS3Objects,Long Statement,The length of the statement "return uuids.stream().map(uuid -> objectStore.getS3ObjectMetadata(bucketMetadata`uuid)).filter(Objects::nonNull).map(S3Object::from).sorted(Comparator.comparing(S3Object::getKey)).collect(Collectors.toList());" is 209.,103
S3Mock,com.adobe.testing.s3mock.service,BucketService,listObjectsV2,Long Parameter List,The method has 7 parameters. ,124
S3Mock,com.adobe.testing.s3mock.service,BucketService,listObjectsV2,Long Statement,The length of the statement "return new ListBucketResultV2(bucketName`returnPrefix`maxKeys`isTruncated`contents`returnCommonPrefixes`continuationToken`String.valueOf(contents.size())`nextContinuationToken`returnStartAfter`encodingType);" is 207.,124
S3Mock,com.adobe.testing.s3mock.service,BucketService,listObjectsV1,Long Parameter List,The method has 6 parameters. ,182
S3Mock,com.adobe.testing.s3mock.service,BucketService,listObjectsV1,Long Statement,The length of the statement "return new ListBucketResult(bucketName`returnPrefix`marker`maxKeys`isTruncated`encodingType`nextMarker`contents`returnCommonPrefixes);" is 134.,182
S3Mock,com.adobe.testing.s3mock.service,BucketService,filterObjectsBy,Long Statement,The length of the statement "return s3Objects.stream().filter(c -> commonPrefixes.stream().noneMatch(p -> c.getKey().startsWith(p))).collect(Collectors.toList());" is 133.,313
S3Mock,com.adobe.testing.s3mock.service,MultipartService,putPart,Long Parameter List,The method has 8 parameters. ,61
S3Mock,com.adobe.testing.s3mock.service,MultipartService,putPart,Long Statement,The length of the statement "return multipartStore.putPart(bucketMetadata`uuid`uploadId`partNumber`inputStream`useV4ChunkedWithSigningFormat`encryption`kmsKeyId);" is 133.,61
S3Mock,com.adobe.testing.s3mock.service,MultipartService,copyPart,Long Parameter List,The method has 7 parameters. ,92
S3Mock,com.adobe.testing.s3mock.service,MultipartService,copyPart,Long Statement,The length of the statement "String partEtag=multipartStore.copyPart(sourceBucketMetadata`sourceId`copyRange`partNumber`destinationBucketMetadata`destinationId`uploadId);" is 141.,92
S3Mock,com.adobe.testing.s3mock.service,MultipartService,copyPart,Long Statement,The length of the statement "LOG.error("Could not copy part. sourceBucket={}` destinationBucket={}` key={}` sourceId={}` " + "destinationId={}` uploadId={}"`sourceBucketMetadata`destinationBucketMetadata`key`sourceId`destinationId`uploadId`e);" is 214.,92
S3Mock,com.adobe.testing.s3mock.service,MultipartService,completeMultipartUpload,Long Parameter List,The method has 7 parameters. ,170
S3Mock,com.adobe.testing.s3mock.service,MultipartService,prepareMultipartUpload,Long Parameter List,The method has 8 parameters. ,197
S3Mock,com.adobe.testing.s3mock.service,MultipartService,prepareMultipartUpload,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(bucketMetadata`key`id`contentType`contentEncoding`uploadId`owner`initiator`userMetadata);" is 127.,197
S3Mock,com.adobe.testing.s3mock.service,MultipartService,listMultipartUploads,Long Statement,The length of the statement "return new ListMultipartUploadsResult(bucketName`keyMarker`delimiter`prefix`uploadIdMarker`maxUploads`isTruncated`nextKeyMarker`nextUploadIdMarker`multipartUploads`commonPrefixes);" is 180.,230
S3Mock,com.adobe.testing.s3mock.service,MultipartService,listMultipartUploads,Magic Number,The method contains a magic number: 1000,230
S3Mock,com.adobe.testing.s3mock.service,MultipartService,verifyPartNumberLimits,Magic Number,The method contains a magic number: 10000,260
S3Mock,com.adobe.testing.s3mock.service,MultipartService,verifyMultipartParts,Long Statement,The length of the statement "Map<Integer`String> uploadedPartsMap=uploadedParts.stream().collect(Collectors.toMap(CompletedPart::getPartNumber`CompletedPart::getETag));" is 139.,274
S3Mock,com.adobe.testing.s3mock.service,MultipartService,verifyMultipartParts,Long Statement,The length of the statement "if (!uploadedPartsMap.containsKey(part.getPartNumber()) || !uploadedPartsMap.get(part.getPartNumber()).equals(part.getETag().replaceAll("^\"|\"$"`""))) {" is 153.,274
S3Mock,com.adobe.testing.s3mock.service,MultipartService,verifyMultipartParts,Long Statement,The length of the statement "LOG.error("Multipart part not valid. bucket={}` id={}` uploadId={}` partNumber={}"`bucketMetadata`id`uploadId`part.getPartNumber());" is 132.,274
S3Mock,com.adobe.testing.s3mock.service,MultipartService,verifyMultipartParts,Long Statement,The length of the statement "LOG.error("Multipart parts order invalid. bucket={}` id={}` uploadId={}` partNumber={}"`bucketMetadata`id`uploadId`part.getPartNumber());" is 137.,274
S3Mock,com.adobe.testing.s3mock.service,MultipartService,verifyMultipartParts,Long Statement,The length of the statement "LOG.error("Multipart part size too small. bucket={}` id={}` uploadId={}` size={}"`bucketMetadata`id`uploadId`part.getSize());" is 125.,308
S3Mock,com.adobe.testing.s3mock.service,ObjectService,copyS3Object,Long Parameter List,The method has 7 parameters. ,77
S3Mock,com.adobe.testing.s3mock.service,ObjectService,copyS3Object,Long Statement,The length of the statement "return objectStore.copyS3Object(sourceBucketMetadata`sourceId`destinationBucketMetadata`destinationId`destinationKey`encryption`kmsKeyId`userMetadata);" is 151.,77
S3Mock,com.adobe.testing.s3mock.service,ObjectService,putS3Object,Long Parameter List,The method has 10 parameters. ,122
S3Mock,com.adobe.testing.s3mock.service,ObjectService,putS3Object,Long Statement,The length of the statement "return objectStore.storeS3ObjectMetadata(bucketMetadata`id`key`contentType`contentEncoding`dataStream`useV4ChunkedWithSigningFormat`userMetadata`encryption`kmsKeyId`null`tags);" is 176.,122
S3Mock,com.adobe.testing.s3mock.service,ObjectService,deleteObjects,Long Statement,The length of the statement "response.addError(new com.adobe.testing.s3mock.dto.Error("NoSuchKey"`object.getKey()`"The specified key does not exist."`object.getVersionId()));" is 145.,157
S3Mock,com.adobe.testing.s3mock.service,ObjectService,deleteObjects,Long Statement,The length of the statement "response.addError(new com.adobe.testing.s3mock.dto.Error("InternalError"`object.getKey()`"We encountered an internal error. Please try again."`object.getVersionId()));" is 167.,157
S3Mock,com.adobe.testing.s3mock.service,ObjectService,copyTo,Magic Number,The method contains a magic number: 8192,245
S3Mock,com.adobe.testing.s3mock.service,BucketServiceTest,data,Long Statement,The length of the statement "return Arrays.asList(param(null`null).keys(ALL_OBJECTS)`param(""`null).keys(ALL_OBJECTS)`param(null`"").keys(ALL_OBJECTS)`param(null`"/").keys("a"`"b"`"d:1"`"d:1:1"`"eor.txt").prefixes("3330/"`"foo/"`"c/"`"b/"`"33309/")`param(""`"").keys(ALL_OBJECTS)`param("/"`null)`param("b"`null).keys("b"`"b/1"`"b/1/1"`"b/1/2"`"b/2")`param("b/"`null).keys("b/1"`"b/1/1"`"b/1/2"`"b/2")`param("b"`"").keys("b"`"b/1"`"b/1/1"`"b/1/2"`"b/2")`param("b"`"/").keys("b").prefixes("b/")`param("b/"`"/").keys("b/1"`"b/2").prefixes("b/1/")`param("b/1"`"/").keys("b/1").prefixes("b/1/")`param("b/1/"`"/").keys("b/1/1"`"b/1/2")`param("c"`"/").prefixes("c/")`param("c/"`"/").keys("c/1").prefixes("c/1/")`param("eor"`"/").keys("eor.txt"));" is 710.,112
S3Mock,com.adobe.testing.s3mock.service,BucketServiceTest,testCommonPrefixesAndBucketContentFilter,Long Statement,The length of the statement "assertThat(commonPrefixes).as("Returned prefixes are correct").containsExactlyInAnyOrderElementsOf(Arrays.asList(expectedPrefixes));" is 132.,138
S3Mock,com.adobe.testing.s3mock.service,BucketServiceTest,testCommonPrefixesAndBucketContentFilter,Long Statement,The length of the statement "assertThat(filteredBucketContents.stream().map(S3Object::getKey).collect(toList())).as("Returned keys are correct").containsExactlyInAnyOrderElementsOf(Arrays.asList(expectedKeys));" is 181.,138
S3Mock,com.adobe.testing.s3mock.service,BucketServiceTest,testCommonPrefixesNoPrefixDelimiter,Magic Number,The method contains a magic number: 5,183
S3Mock,com.adobe.testing.s3mock.service,BucketServiceTest,testCommonPrefixesPrefixDelimiter,Magic Number,The method contains a magic number: 2,193
S3Mock,com.adobe.testing.s3mock.store,BucketMetadata,toString,Long Statement,The length of the statement "return "BucketMetadata{" + "name='" + name + '\''+ "` creationDate='"+ creationDate+ '\''+ "` path="+ path+ "` objects="+ objects+ '}';" is 135.,94
S3Mock,com.adobe.testing.s3mock.store,BucketStore,BucketStore,Long Parameter List,The method has 5 parameters. ,56
S3Mock,com.adobe.testing.s3mock.store,BucketStore,listBuckets,Long Statement,The length of the statement "return findBucketPaths().stream().map(path -> path.getFileName().toString()).map(this::getBucketMetadata).collect(Collectors.toList());" is 135.,65
S3Mock,com.adobe.testing.s3mock.store,BucketStore,lookupKeysInBucket,Long Statement,The length of the statement "return bucketMetadata.getObjects().entrySet().stream().filter(entry -> entry.getKey().startsWith(normalizedPrefix)).map(Map.Entry::getValue).collect(Collectors.toList());" is 170.,115
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,prepareMultipartUpload,Long Parameter List,The method has 9 parameters. ,73
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,prepareMultipartUpload,Long Statement,The length of the statement "LOG.error("Directories for storing multipart uploads couldn't be created. bucket={}` key={}` " + "id={}` uploadId={}"`bucket`key`id`uploadId);" is 142.,73
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,listMultipartUploads,Long Statement,The length of the statement "return uploadIdToInfo.values().stream().filter(info -> bucketName == null || bucketName.equals(info.bucket)).filter(info -> isBlank(prefix) || info.upload.getKey().startsWith(prefix)).map(info -> info.upload).collect(Collectors.toList());" is 238.,105
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,getMultipartUpload,Long Statement,The length of the statement "return uploadIdToInfo.values().stream().filter(info -> uploadId.equals(info.upload.getUploadId())).map(info -> info.upload).findFirst().orElseThrow(() -> new IllegalArgumentException("No MultipartUpload found with uploadId: " + uploadId));" is 239.,122
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,putPart,Long Parameter List,The method has 8 parameters. ,165
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,putPart,Long Statement,The length of the statement "File file=objectStore.inputStreamToFile(objectStore.wrapStream(inputStream`useV4ChunkedWithSigningFormat)`getPartPath(bucket`id`uploadId`partNumber));" is 150.,165
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,completeMultipartUpload,Long Parameter List,The method has 7 parameters. ,195
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,completeMultipartUpload,Long Statement,The length of the statement "List<Path> partsPaths=parts.stream().map(part -> Paths.get(partFolder.toString()`part.getPartNumber() + PART_SUFFIX)).collect(Collectors.toList());" is 147.,195
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,completeMultipartUpload,Long Statement,The length of the statement "objectStore.storeS3ObjectMetadata(bucket`id`key`uploadInfo.contentType`uploadInfo.contentEncoding`inputStream`false`uploadInfo.userMetadata`encryption`kmsKeyId`etag`Collections.emptyList());" is 190.,195
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,getMultipartUploadParts,Long Statement,The length of the statement "try (DirectoryStream<Path> directoryStream=newDirectoryStream(partsPath`path -> path.getFileName().toString().endsWith(PART_SUFFIX))){" is 134.,246
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,copyPart,Long Parameter List,The method has 7 parameters. ,282
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,copyPartToFile,Long Statement,The length of the statement "try (InputStream sourceStream=openInputStream(s3ObjectMetadata.getDataPath().toFile());OutputStream targetStream=newOutputStream(partFile.toPath())){" is 149.,351
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,verifyMultipartUploadPreparation,Complex Conditional,The conditional expression multipartUploadInfo == null || partsFolder == null || !partsFolder.toFile().exists() || !partsFolder.toFile().isDirectory() is complex.,406
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,verifyMultipartUploadPreparation,Long Statement,The length of the statement "if (multipartUploadInfo == null || partsFolder == null || !partsFolder.toFile().exists() || !partsFolder.toFile().isDirectory()) {" is 130.,406
S3Mock,com.adobe.testing.s3mock.store,MultipartStore,verifyMultipartUploadPreparation,Long Statement,The length of the statement "LOG.error("Multipart Request was not prepared. bucket={}` id={}` uploadId={}` partsFolder={}"`bucket`id`uploadId`partsFolder);" is 126.,406
S3Mock,com.adobe.testing.s3mock.store,MultipartUploadInfo,MultipartUploadInfo,Long Parameter List,The method has 5 parameters. ,33
S3Mock,com.adobe.testing.s3mock.store,ObjectStore,storeS3ObjectMetadata,Long Parameter List,The method has 12 parameters. ,70
S3Mock,com.adobe.testing.s3mock.store,ObjectStore,copyS3Object,Long Parameter List,The method has 8 parameters. ,186
S3Mock,com.adobe.testing.s3mock.store,ObjectStore,copyS3Object,Long Statement,The length of the statement "copiedObject=storeS3ObjectMetadata(destinationBucket`destinationId`destinationKey`sourceObject.getContentType()`sourceObject.getContentEncoding()`inputStream`false`userMetadata == null || userMetadata.isEmpty() ? sourceObject.getUserMetadata() : userMetadata`encryption`kmsKeyId`null`sourceObject.getTags());" is 308.,186
S3Mock,com.adobe.testing.s3mock.store,ObjectStore,pretendToCopyS3Object,Long Statement,The length of the statement "storeUserMetadata(sourceBucket`sourceId`userMetadata == null || userMetadata.isEmpty() ? sourceObject.getUserMetadata() : userMetadata);" is 136.,237
S3Mock,com.adobe.testing.s3mock.store,ObjectStore,inputStreamToFile,Magic Number,The method contains a magic number: 1024,284
S3Mock,com.adobe.testing.s3mock.store,StoreConfiguration,bucketStore,Long Statement,The length of the statement "return new BucketStore(bucketRootFolder`properties.isRetainFilesOnExit()`properties.getInitialBuckets()`S3_OBJECT_DATE_FORMAT`objectMapper);" is 140.,47
S3Mock,com.adobe.testing.s3mock.store,StoreConfiguration,rootFolder,Long Statement,The length of the statement "LOG.info("Using \"{}\" as root folder. Will retain files on exit: {}"`root.getAbsolutePath()`properties.isRetainFilesOnExit());" is 127.,69
S3Mock,com.adobe.testing.s3mock.store,BucketStoreTest,bucketShouldExist,Long Statement,The length of the statement "assertThat(doesBucketExist).as(String.format("The previously created bucket` '%s'` should exist!"`TEST_BUCKET_NAME)).isTrue();" is 126.,52
S3Mock,com.adobe.testing.s3mock.store,BucketStoreTest,shouldHoldAllBuckets,Magic Number,The method contains a magic number: 3,78
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldCreateMultipartUploadFolder,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 165.,89
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldCreateMultipartUploadFolderIfBucketExists,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 165.,107
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldStorePart,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 165.,126
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldStorePart,Long Statement,The length of the statement "multipartStore.putPart(metadataFrom(TEST_BUCKET_NAME)`id`uploadId`partNumber`new ByteArrayInputStream("Test".getBytes())`false`NO_ENC`NO_ENC_KEY);" is 146.,126
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldStorePart,Long Statement,The length of the statement "assertThat(Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`id.toString()`uploadId`partNumber + ".part").toFile().exists()).as("Part does not exist!").isTrue();" is 167.,126
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldFinishUpload,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 165.,147
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldFinishUpload,Long Statement,The length of the statement "multipartStore.putPart(metadataFrom(TEST_BUCKET_NAME)`id`uploadId`"1"`new ByteArrayInputStream("Part1".getBytes())`false`NO_ENC`NO_ENC_KEY);" is 140.,147
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldFinishUpload,Long Statement,The length of the statement "multipartStore.putPart(metadataFrom(TEST_BUCKET_NAME)`id`uploadId`"2"`new ByteArrayInputStream("Part2".getBytes())`false`NO_ENC`NO_ENC_KEY);" is 140.,147
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldFinishUpload,Long Statement,The length of the statement "final String etag=multipartStore.completeMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`uploadId`getParts(2)`NO_ENC`NO_ENC_KEY);" is 140.,147
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldFinishUpload,Long Statement,The length of the statement "assertThat(Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`id.toString()`"fileData").toFile().exists()).as("File does not exist!").isTrue();" is 148.,147
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldFinishUpload,Long Statement,The length of the statement "assertThat(Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`id.toString()`"metadata").toFile().exists()).as("Metadata does not exist!").isTrue();" is 152.,147
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,shouldFinishUpload,Magic Number,The method contains a magic number: 2,147
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,hasValidMetadata,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 165.,181
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,hasValidMetadata,Long Statement,The length of the statement "multipartStore.putPart(metadataFrom(TEST_BUCKET_NAME)`id`uploadId`"1"`new ByteArrayInputStream("Part1".getBytes())`false`NO_ENC`NO_ENC_KEY);" is 140.,181
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,hasValidMetadata,Long Statement,The length of the statement "multipartStore.putPart(metadataFrom(TEST_BUCKET_NAME)`id`uploadId`"2"`new ByteArrayInputStream("Part2".getBytes())`false`NO_ENC`NO_ENC_KEY);" is 140.,181
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,hasValidMetadata,Long Statement,The length of the statement "multipartStore.completeMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`uploadId`getParts(2)`NO_ENC`NO_ENC_KEY);" is 122.,181
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,hasValidMetadata,Magic Number,The method contains a magic number: 2,181
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,returnsValidPartsFromMultipart,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 165.,214
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,returnsValidPartsFromMultipart,Magic Number,The method contains a magic number: 2,214
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,returnsValidPartsFromMultipart,Magic Number,The method contains a magic number: 2,214
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,deletesTemporaryMultipartUploadFolder,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 165.,256
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,deletesTemporaryMultipartUploadFolder,Long Statement,The length of the statement "multipartStore.putPart(metadataFrom(TEST_BUCKET_NAME)`id`uploadId`"1"`new ByteArrayInputStream("Part1".getBytes())`false`NO_ENC`NO_ENC_KEY);" is 140.,256
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,deletesTemporaryMultipartUploadFolder,Long Statement,The length of the statement "multipartStore.completeMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`uploadId`getParts(1)`NO_ENC`NO_ENC_KEY);" is 122.,256
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,deletesTemporaryMultipartUploadFolder,Long Statement,The length of the statement "assertThat(Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`uploadId).toFile().exists()).as("Folder should not exist anymore!").isFalse();" is 154.,256
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,listsMultipartUploads,Long Statement,The length of the statement "final MultipartUpload initiatedUpload=multipartStore.prepareMultipartUpload(bucketMetadata`fileName`id`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 187.,276
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,listsMultipartUploadsMultipleBuckets,Long Statement,The length of the statement "final MultipartUpload initiatedUpload1=multipartStore.prepareMultipartUpload(metadataFrom(bucketName1)`fileName1`id1`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId1`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 202.,303
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,listsMultipartUploadsMultipleBuckets,Long Statement,The length of the statement "final MultipartUpload initiatedUpload2=multipartStore.prepareMultipartUpload(metadataFrom(bucketName2)`fileName2`id2`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId2`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 202.,303
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,abortMultipartUpload,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`fileName`id`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 165.,348
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,abortMultipartUpload,Long Statement,The length of the statement "multipartStore.putPart(metadataFrom(TEST_BUCKET_NAME)`id`uploadId`"1"`new ByteArrayInputStream("Part1".getBytes())`false`NO_ENC`NO_ENC_KEY);" is 140.,348
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,abortMultipartUpload,Long Statement,The length of the statement "assertThat(Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`"fileData").toFile().exists()).as("File exists!").isFalse();" is 136.,348
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,abortMultipartUpload,Long Statement,The length of the statement "assertThat(Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`"metadata").toFile().exists()).as("Metadata exists!").isFalse();" is 140.,348
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,abortMultipartUpload,Long Statement,The length of the statement "assertThat(Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`uploadId).toFile().exists()).as("Temp upload folder exists!").isFalse();" is 148.,348
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,copyPart,Long Statement,The length of the statement "objectStore.storeS3ObjectMetadata(metadataFrom(TEST_BUCKET_NAME)`sourceId`sourceFile`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`new ByteArrayInputStream(contentBytes)`false`NO_USER_METADATA`NO_ENC`NO_ENC_KEY`null`emptyList());" is 218.,378
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,copyPart,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(metadataFrom(TEST_BUCKET_NAME)`targetFile`destinationId`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 178.,378
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,copyPart,Long Statement,The length of the statement "multipartStore.copyPart(metadataFrom(TEST_BUCKET_NAME)`sourceId`range`partNumber`metadataFrom(TEST_BUCKET_NAME)`destinationId`uploadId);" is 136.,378
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,copyPart,Long Statement,The length of the statement "assertThat(Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`destinationId.toString()`uploadId`partNumber + ".part").toFile().exists()).as("Part does not exist!").isTrue();" is 178.,378
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,copyPartNoRange,Long Statement,The length of the statement "objectStore.storeS3ObjectMetadata(bucketMetadata`sourceId`sourceFile`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`new ByteArrayInputStream(contentBytes)`false`NO_USER_METADATA`NO_ENC`NO_ENC_KEY`null`emptyList());" is 202.,407
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,copyPartNoRange,Long Statement,The length of the statement "multipartStore.prepareMultipartUpload(bucketMetadata`targetFile`destinationId`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER`NO_USER_METADATA);" is 162.,407
S3Mock,com.adobe.testing.s3mock.store,MultipartStoreTest,copyPartNoRange,Long Statement,The length of the statement "assertThat(Paths.get(bucketMetadata.getPath().toString()`destinationId.toString()`uploadId`partNumber + ".part").toFile().exists()).as("Part does not exist!").isTrue();" is 168.,407
